,id,property_type,room_type,neighbourhood,accommodates,bedrooms,beds,price
600,13943142,0,1,7,2,1.0,1.0,95
601,10034113,0,0,7,5,2.0,2.0,319
602,11968079,0,0,7,3,1.0,1.0,169
603,4255538,0,0,30,4,1.0,1.0,287
604,10033710,0,0,7,3,1.0,1.0,219
605,10033322,0,0,7,3,1.0,1.0,219
606,11982313,0,0,7,5,2.0,2.0,199
607,14506396,0,1,7,2,1.0,1.0,95
608,10261620,0,0,7,3,1.0,1.0,219
609,12899321,0,0,7,3,1.0,1.0,242
610,4445906,0,0,7,5,2.0,3.0,389
611,10116601,0,0,7,3,1.0,1.0,169
612,11981674,0,0,7,5,2.0,2.0,199
613,12949309,0,0,7,2,2.0,2.0,361
614,9261381,0,0,7,3,1.0,1.0,225
615,11772497,0,0,30,6,2.0,2.0,255
616,14420920,0,0,7,7,3.0,3.0,119
617,12356183,0,0,7,3,1.0,1.0,219
618,2722165,9,0,7,4,2.0,2.0,299
619,14420354,0,0,7,5,2.0,2.0,119
620,12986016,0,0,7,3,1.0,2.0,199
621,10262069,0,0,7,5,2.0,2.0,319
622,14222649,0,1,7,2,1.0,1.0,93
623,13762650,0,0,7,3,1.0,2.0,199
624,10117329,0,0,7,5,2.0,2.0,299
625,721979,0,0,7,4,2.0,2.0,349
626,13624476,4,0,30,1,1.0,2.0,275
627,13445221,0,0,21,4,2.0,4.0,299
628,13059,2,0,21,10,3.0,6.0,375
629,369880,0,0,21,4,1.0,2.0,140
630,822063,0,2,21,1,1.0,1.0,35
631,12826145,0,1,30,2,1.0,1.0,159
632,8555187,0,1,30,1,1.0,1.0,84
633,10704442,0,1,21,1,1.0,1.0,100
634,10928093,0,0,21,4,2.0,2.0,125
635,9834727,4,0,21,2,1.0,1.0,150
636,8011545,0,1,30,1,1.0,1.0,79
637,14204600,0,0,21,6,2.0,2.0,320
638,10106081,0,0,21,2,1.0,2.0,180
639,14461498,0,0,21,3,0.0,1.0,150
640,4553903,0,0,21,3,1.0,2.0,125
641,11648212,0,0,21,2,1.0,1.0,145
642,916123,0,0,21,2,1.0,1.0,125
643,10779412,8,0,21,2,1.0,1.0,171
644,5782221,0,0,30,4,2.0,2.0,285
645,13744821,0,0,21,5,2.0,2.0,400
646,12221012,0,0,21,4,2.0,2.0,400
647,2898226,0,0,21,3,1.0,2.0,210
648,12843196,0,0,21,8,1.0,5.0,350
649,13478348,0,0,21,3,2.0,1.0,182
650,14104621,0,0,21,2,1.0,1.0,200
651,14857923,0,0,21,5,2.0,2.0,260
652,12269155,0,0,21,2,1.0,1.0,200
653,13800505,0,1,21,2,1.0,2.0,150
654,13007124,0,0,21,2,0.0,1.0,120
655,14808548,0,1,30,3,1.0,1.0,102
656,13248823,0,0,21,2,0.0,1.0,210
657,12957423,0,0,21,3,1.0,2.0,159
658,13107648,8,1,21,4,1.0,3.0,120
660,2842124,0,0,21,3,1.0,2.0,150
661,14282764,0,0,30,4,1.0,1.0,149
662,13709092,0,0,21,2,0.0,1.0,115
663,9858828,0,0,21,2,0.0,1.0,150
664,14035943,0,0,21,8,3.0,5.0,399
665,7582651,0,0,21,4,2.0,2.0,220
666,11924459,8,1,21,2,1.0,1.0,110
667,766700,0,0,21,2,1.0,1.0,125
668,13005579,0,0,21,4,2.0,2.0,310
669,3434614,0,0,21,3,1.0,1.0,160
671,4518100,0,1,21,4,1.0,2.0,175
672,4304969,0,0,21,4,1.0,1.0,159
673,2943804,2,0,21,5,2.0,4.0,190
674,11922134,0,0,30,4,1.0,2.0,165
675,2043541,0,0,21,6,2.0,3.0,195
676,2043529,0,0,21,4,2.0,2.0,195
677,9750460,0,0,21,4,2.0,2.0,300
678,2043261,0,0,21,3,1.0,2.0,135
679,815639,0,0,21,2,1.0,1.0,125
680,6089865,0,0,21,2,1.0,1.0,125
681,2633478,2,0,21,4,2.0,3.0,212
682,7450348,0,0,21,2,2.0,2.0,200
684,13298108,4,0,21,2,1.0,1.0,180
685,4924910,0,0,30,2,1.0,1.0,165
686,13642397,0,0,21,2,1.0,1.0,120
687,14624254,0,0,21,3,2.0,2.0,250
688,4580825,0,0,21,4,2.0,2.0,129
689,10836881,0,1,21,2,1.0,1.0,80
690,9610609,0,0,21,5,2.0,2.0,160
691,3006311,0,1,21,2,1.0,1.0,145
692,13414367,0,0,21,3,1.0,1.0,131
693,8036024,4,0,21,3,1.0,2.0,150
694,24240,2,0,21,6,2.0,2.0,250
695,12425501,0,0,30,9,3.0,4.0,200
696,6939759,0,0,21,4,2.0,2.0,200
697,3129309,0,0,21,2,1.0,1.0,125
698,4350995,9,0,21,2,1.0,1.0,250
699,6971836,0,0,21,3,1.0,1.0,250
700,1220971,0,0,21,5,1.0,4.0,109
701,3664031,0,0,21,4,2.0,2.0,180
702,14215317,0,0,21,6,2.0,3.0,245
703,4089940,0,0,21,2,1.0,1.0,249
704,1615033,0,0,21,2,1.0,1.0,135
705,11624428,0,0,21,4,1.0,4.0,300
706,9331460,0,1,21,2,1.0,1.0,103
707,9117009,0,1,21,2,1.0,1.0,120
708,14572511,0,0,21,4,1.0,2.0,250
709,220676,8,1,21,5,1.0,1.0,69
710,891661,0,0,21,4,1.0,2.0,125
711,14780436,0,0,21,2,1.0,1.0,225
712,5511911,9,0,21,2,1.0,1.0,240
713,7036112,0,0,21,3,1.0,1.0,180
714,14424224,0,0,30,3,0.0,1.0,200
715,14429876,0,2,30,2,1.0,1.0,60
716,7018497,0,0,21,4,2.0,2.0,200
717,14538087,0,0,21,4,2.0,2.0,315
718,6134145,0,0,21,4,2.0,2.0,380
719,8556025,0,0,21,4,2.0,2.0,220
720,5755910,0,0,21,4,2.0,3.0,180
721,9425902,0,0,21,2,1.0,1.0,140
722,12407753,0,0,21,2,1.0,1.0,180
723,1758953,0,0,21,2,1.0,1.0,200
724,1094599,8,0,21,6,2.0,3.0,239
726,7181950,0,0,21,4,1.0,1.0,199
728,971393,0,0,21,2,1.0,1.0,175
729,9344096,0,0,21,6,3.0,3.0,175
730,7984226,0,0,21,2,0.0,1.0,250
731,12784064,4,0,21,6,2.0,4.0,225
732,8458210,0,0,21,6,2.0,2.0,325
733,2183058,0,0,21,4,1.0,1.0,175
734,4279959,0,0,21,2,1.0,1.0,179
735,2657905,0,0,21,3,1.0,1.0,99
736,4558443,0,0,30,2,0.0,2.0,165
737,4034018,0,1,21,2,1.0,2.0,290
738,947751,0,1,21,2,1.0,1.0,130
739,2658094,0,0,21,6,2.0,4.0,179
740,11229070,0,1,30,2,1.0,1.0,95
741,10997047,0,0,21,4,1.0,2.0,152
742,3967611,0,0,21,3,1.0,2.0,200
743,7080514,0,1,21,2,1.0,1.0,130
744,12585455,11,1,21,4,1.0,4.0,175
745,4573388,0,0,21,4,2.0,3.0,139
746,9259184,0,0,21,4,2.0,2.0,255
747,14239909,0,0,30,4,2.0,2.0,345
748,8390793,0,1,21,1,1.0,1.0,50
749,4573238,0,0,21,4,2.0,3.0,119
750,9706199,0,0,30,4,1.0,1.0,135
751,12683680,0,0,21,4,2.0,2.0,200
752,8227206,0,0,21,2,1.0,1.0,275
753,4573458,0,0,21,4,2.0,3.0,139
754,369940,0,0,21,4,2.0,4.0,199
755,1426754,0,0,21,2,1.0,0.0,99
756,3032367,0,0,21,2,1.0,1.0,135
757,6801288,0,2,21,1,1.0,1.0,72
758,12306135,0,0,21,6,2.0,1.0,45
759,10175033,0,0,30,5,2.0,3.0,200
760,12599820,4,0,21,2,1.0,1.0,175
761,5768195,0,1,21,2,1.0,1.0,175
762,13140867,0,0,21,2,1.0,1.0,200
763,11223924,0,0,21,4,1.0,1.0,195
764,2376518,0,0,21,4,1.0,2.0,235
765,14483758,0,0,21,3,1.0,2.0,195
766,13074722,9,0,21,2,1.0,1.0,150
767,4653267,0,0,21,4,1.0,2.0,235
768,7454907,0,0,21,4,2.0,2.0,185
769,13258244,0,1,30,1,1.0,1.0,35
770,7273513,4,0,30,3,1.0,1.0,139
771,12494334,0,0,30,2,1.0,1.0,145
772,8014642,8,1,23,2,1.0,1.0,79
773,13653233,0,0,23,6,3.0,3.0,209
774,8238404,8,1,23,2,1.0,1.0,99
775,7293671,8,1,23,2,1.0,1.0,90
776,2473997,8,1,23,5,1.0,2.0,79
777,14300751,8,2,23,1,1.0,1.0,22
778,14300921,0,2,23,2,1.0,1.0,41
779,2260547,8,2,23,2,1.0,2.0,100
780,5506,8,1,23,2,1.0,1.0,145
781,2636365,0,1,23,2,1.0,1.0,132
782,1884045,1,1,23,2,1.0,2.0,65
783,5717690,0,0,23,4,1.0,2.0,167
784,10190260,4,1,23,1,1.0,1.0,75
785,6765855,0,1,23,2,1.0,1.0,80
786,1342370,0,0,23,6,2.0,3.0,265
787,349347,0,0,23,4,1.0,2.0,150
788,8469464,8,1,23,2,1.0,1.0,59
789,801722,8,1,23,2,1.0,1.0,165
790,2260501,6,1,23,2,1.0,2.0,100
791,801680,0,0,23,4,1.0,1.0,195
792,1175376,0,0,23,6,2.0,2.0,275
794,14756269,0,0,23,5,2.0,2.0,225
795,12351909,0,0,23,4,0.0,1.0,109
796,1374466,0,1,23,1,1.0,1.0,85
797,1374434,0,1,23,1,1.0,1.0,75
798,14742564,8,1,23,2,1.0,1.0,75
799,12368082,8,1,23,1,1.0,1.0,65
800,276450,0,0,23,4,1.0,1.0,167
801,3602379,0,0,23,4,1.0,2.0,159
802,14907062,0,0,23,2,0.0,1.0,190
803,8402408,0,1,26,2,1.0,1.0,95
804,6780313,0,1,23,2,1.0,1.0,65
805,8238311,8,1,23,2,1.0,2.0,99
806,13513696,0,0,23,4,2.0,2.0,148
807,4568116,0,0,23,2,1.0,1.0,135
808,11300899,4,0,30,2,1.0,2.0,100
809,6780300,0,1,23,2,1.0,1.0,65
810,14668441,4,0,30,4,1.0,2.0,140
812,8172380,8,1,30,2,1.0,1.0,99
813,13054720,0,0,23,2,1.0,1.0,135
814,11907764,8,1,23,4,1.0,2.0,89
815,8319253,0,1,23,2,1.0,1.0,100
816,60029,0,1,23,1,1.0,1.0,75
817,1403408,0,1,23,2,1.0,1.0,90
818,9614024,0,0,30,2,0.0,1.0,94
819,14414473,0,0,23,2,1.0,1.0,125
820,12627225,1,1,30,2,1.0,0.0,60
821,8153848,8,1,23,2,1.0,2.0,99
822,4205641,0,0,23,4,0.0,2.0,100
823,9415712,0,1,30,2,1.0,1.0,92
824,9694218,0,0,23,4,1.0,1.0,100
825,12857811,8,1,30,2,1.0,0.0,60
826,6080461,0,0,23,4,0.0,2.0,170
827,13298137,0,1,23,1,1.0,1.0,33
828,14428517,0,1,23,2,1.0,1.0,75
829,13379155,0,1,23,1,1.0,1.0,52
830,10249798,8,1,23,1,1.0,1.0,78
831,7825327,0,0,23,8,3.0,5.0,350
832,12756776,0,0,23,8,3.0,4.0,236
833,1550047,0,0,23,7,3.0,3.0,330
834,5269216,0,0,23,6,3.0,3.0,300
835,9166393,8,1,23,2,1.0,1.0,60
836,11656698,8,0,30,4,2.0,2.0,150
837,9362821,11,1,23,2,1.0,1.0,83
838,1850260,1,1,23,4,1.0,1.0,65
839,6645010,0,1,23,2,1.0,2.0,55
840,13214949,8,0,23,6,2.0,2.0,120
841,14428745,0,0,23,6,2.0,5.0,120
843,8371203,0,1,23,1,1.0,1.0,90
844,5317935,8,0,23,8,3.0,4.0,350
845,14110777,0,1,23,2,1.0,1.0,45
846,6939454,0,0,30,8,2.0,2.0,179
847,7724412,0,1,23,2,1.0,1.0,130
848,176006,8,1,23,2,1.0,1.0,60
849,7281884,8,0,30,2,0.0,1.0,110
850,13796564,8,1,23,2,1.0,1.0,75
851,3727560,8,1,23,2,1.0,3.0,120
852,10247000,0,1,30,2,1.0,1.0,60
853,13753007,0,1,23,1,1.0,1.0,55
854,11639480,8,1,23,1,1.0,1.0,49
855,6695,0,0,23,4,1.0,2.0,195
856,10787333,0,0,23,2,1.0,1.0,114
857,13261006,0,1,23,2,1.0,1.0,75
858,5970118,8,1,30,2,1.0,1.0,150
859,14473053,0,0,30,4,2.0,2.0,209
860,4593974,0,1,23,1,1.0,1.0,39
861,3343428,0,1,23,2,1.0,1.0,95
863,12463075,8,1,23,2,1.0,2.0,64
864,3888360,0,0,23,10,3.0,4.0,269
865,4560053,0,0,23,6,3.0,3.0,250
866,14426987,0,1,30,4,1.0,3.0,120
867,13653016,0,0,23,4,2.0,2.0,229
868,5526514,0,0,23,4,0.0,2.0,175
869,1602491,8,1,23,2,1.0,1.0,70
870,14472812,0,0,30,4,2.0,2.0,169
871,169430,8,0,23,10,4.0,6.0,150
872,8420883,8,1,30,3,1.0,3.0,75
873,13652639,0,0,23,6,3.0,3.0,229
875,8228903,8,1,23,2,1.0,1.0,99
876,8310807,8,1,23,1,1.0,1.0,99
877,9834532,8,0,23,6,2.0,3.0,250
878,4460532,0,1,30,1,1.0,1.0,92
879,11948017,9,2,19,2,1.0,1.0,99
880,4263736,0,1,23,2,1.0,1.0,125
881,69369,0,1,23,2,1.0,1.0,85
882,13077603,0,1,30,1,1.0,1.0,35
883,8735827,11,1,23,2,1.0,1.0,90
885,8703026,0,2,23,1,1.0,1.0,35
886,12504504,0,1,23,1,1.0,1.0,100
887,14855404,0,1,30,1,1.0,1.0,52
888,658029,0,0,23,4,1.0,1.0,163
890,6709682,0,1,30,2,1.0,1.0,65
891,4615251,0,1,23,1,1.0,1.0,83
892,3656168,0,1,23,1,1.0,1.0,40
893,7784616,0,1,23,1,1.0,1.0,50
895,13549924,0,0,23,4,0.0,2.0,200
896,8734707,0,1,23,2,1.0,1.0,90
897,5146580,0,1,30,2,1.0,1.0,65
898,8815738,0,0,23,4,2.0,2.0,300
899,13735741,0,1,23,2,1.0,1.0,50
900,8495348,8,1,30,2,1.0,1.0,100
901,14418787,0,1,23,3,1.0,3.0,75
902,7161203,0,1,23,1,1.0,1.0,35
903,5146447,0,1,30,2,1.0,1.0,63
904,5146451,0,1,30,2,1.0,1.0,63
905,1197857,0,0,23,4,1.0,2.0,167
906,13797162,0,0,30,2,1.0,1.0,150
907,9961767,0,0,30,2,1.0,1.0,150
908,163941,0,0,23,6,2.0,3.0,225
909,11011124,0,1,23,1,1.0,1.0,50
910,12796808,0,1,30,1,1.0,0.0,53
911,4555637,0,1,23,1,1.0,1.0,81
912,1638584,0,1,23,1,1.0,1.0,79
913,9896359,0,0,26,2,1.0,1.0,195
914,5885130,0,0,26,2,1.0,1.0,295
915,6068207,0,1,26,2,1.0,1.0,120
916,11213228,0,0,26,7,2.0,5.0,200
917,2301709,0,0,26,6,2.0,2.0,250
918,1077105,0,0,26,2,0.0,1.0,176
919,1183032,0,0,26,2,1.0,1.0,150
920,9765,0,0,26,2,0.0,1.0,229
921,9870,0,0,26,2,1.0,1.0,279
922,27141,0,0,26,2,1.0,1.0,279
923,650956,0,0,26,6,2.0,3.0,290
924,1044307,0,0,26,2,0.0,1.0,275
925,11856912,0,0,26,4,2.0,2.0,185
926,6992859,0,0,26,4,1.0,1.0,399
927,3969526,0,0,26,4,2.0,2.0,255
928,1166808,0,2,26,1,1.0,1.0,75
929,8439661,0,0,26,6,2.0,2.0,250
930,5433246,0,1,26,2,1.0,1.0,100
931,6793945,0,0,26,4,1.0,1.0,215
932,2846739,8,1,26,1,1.0,1.0,125
933,6575654,0,1,26,2,1.0,1.0,110
934,8193344,4,1,26,2,1.0,1.0,125
935,6355733,0,1,26,2,1.0,1.0,80
936,9862792,0,0,26,8,3.0,4.0,373
938,7954808,4,0,26,4,2.0,2.0,299
939,11687031,4,0,26,2,1.0,1.0,269
940,7649517,0,0,26,4,1.0,2.0,189
941,8575476,0,0,26,2,0.0,1.0,215
942,8902304,4,0,30,4,2.0,2.0,279
943,7919500,4,0,26,4,1.0,2.0,289
944,7456890,0,0,26,2,1.0,1.0,229
945,8987722,0,0,26,4,1.0,2.0,154
946,9208166,0,0,26,6,2.0,3.0,236
947,7540480,0,0,26,4,1.0,2.0,175
948,14918869,0,2,30,1,1.0,1.0,60
949,7921131,4,0,26,4,1.0,2.0,229
950,8988506,0,0,26,6,2.0,3.0,234
951,7634365,0,0,26,4,2.0,2.0,329
952,7358714,0,0,26,4,1.0,2.0,209
953,2326445,0,0,26,2,0.0,1.0,195
954,8518665,0,0,26,4,1.0,2.0,169
955,13494185,11,0,26,2,0.0,1.0,145
956,10427199,0,0,26,2,0.0,1.0,219
957,851927,0,0,26,1,1.0,1.0,150
958,12287958,0,0,26,2,0.0,1.0,215
959,4461901,0,1,26,2,1.0,1.0,155
960,5714786,0,0,26,2,0.0,1.0,138
961,13713143,11,1,26,2,1.0,1.0,170
962,1277618,0,0,26,2,1.0,1.0,170
963,9731479,0,0,26,4,2.0,2.0,195
964,1899770,0,1,26,2,1.0,1.0,125
965,13707814,4,0,26,3,2.0,2.0,250
966,2916208,0,1,26,1,1.0,1.0,100
967,8082512,0,0,26,2,0.0,1.0,137
968,8403945,0,0,26,2,0.0,1.0,137
969,8686165,4,0,26,4,1.0,2.0,199
970,4750791,0,0,26,4,1.0,1.0,239
971,8846202,0,0,26,2,1.0,1.0,185
972,2292495,0,0,26,4,1.0,1.0,175
973,13171246,0,0,26,4,2.0,2.0,200
974,1489289,0,0,30,2,1.0,1.0,175
975,14591627,4,1,26,3,1.0,2.0,125
976,12384469,0,0,26,2,1.0,1.0,150
977,8206536,0,0,26,2,0.0,1.0,150
978,9933886,5,1,26,2,1.0,1.0,75
979,7205210,0,0,26,2,1.0,1.0,200
980,13318173,0,0,26,3,2.0,2.0,275
981,8992733,0,1,26,1,1.0,1.0,120
983,7796658,0,1,30,2,1.0,1.0,125
984,11588543,0,0,26,3,2.0,2.0,265
985,1275498,0,0,26,2,1.0,1.0,160
986,8025718,0,0,26,2,0.0,1.0,155
987,7476340,0,0,26,2,0.0,1.0,137
988,4879702,0,0,26,3,1.0,1.0,99
989,225224,8,1,26,1,1.0,1.0,98
990,7694559,0,0,26,2,0.0,1.0,150
991,12253029,0,0,26,2,0.0,1.0,125
992,7714627,0,0,26,3,1.0,1.0,235
993,12890156,0,0,30,4,1.0,1.0,149
994,5074924,0,0,26,2,0.0,1.0,100
995,2372987,0,0,26,2,1.0,1.0,164
996,7368611,0,0,26,4,2.0,2.0,185
997,3601030,0,0,26,3,1.0,2.0,250
998,9841645,0,1,26,2,1.0,1.0,100
999,14414330,0,0,26,4,2.0,2.0,275
1000,4860853,0,0,26,2,0.0,1.0,225
1001,5532549,0,0,26,6,2.0,3.0,250
1002,8631257,9,1,26,1,1.0,1.0,50
1003,9663423,4,0,30,3,1.0,1.0,115
1004,6763409,0,0,26,2,0.0,1.0,150
1005,3289921,0,0,26,4,0.0,2.0,170
1006,5976821,0,2,26,2,1.0,1.0,125
1007,8680170,0,0,26,2,2.0,1.0,250
1008,11841986,0,0,26,4,2.0,3.0,229
1009,6287797,0,1,26,2,1.0,1.0,90
1010,8827268,0,0,26,4,1.0,1.0,200
1011,5075267,0,0,26,2,0.0,1.0,100
1012,798957,0,0,30,4,2.0,2.0,306
1013,11710680,0,0,26,4,2.0,2.0,229
1014,11686744,4,0,26,2,1.0,1.0,199
1015,8088370,9,2,26,1,1.0,1.0,67
1016,4742275,0,0,26,2,0.0,1.0,120
1017,7645862,0,0,26,3,0.0,1.0,239
1018,9821291,0,0,26,4,1.0,2.0,130
1019,9611852,0,0,30,2,0.0,1.0,197
1020,7294565,0,1,26,2,1.0,1.0,85
1021,14821911,0,0,26,3,1.0,1.0,225
1023,9728602,0,0,30,4,2.0,2.0,266
1024,5058148,0,0,26,2,1.0,1.0,160
1025,6762011,0,0,26,2,0.0,1.0,150
1026,11873789,0,0,26,3,2.0,2.0,280
1027,12496332,0,1,26,2,1.0,1.0,60
1028,585148,0,0,26,2,1.0,1.0,225
1029,5582163,0,0,26,2,1.0,1.0,170
1030,5352623,1,1,26,2,1.0,1.0,168
1031,322593,0,0,26,2,1.0,1.0,183
1032,6810723,0,0,26,2,0.0,1.0,137
1033,11902134,0,0,26,6,2.0,2.0,300
1034,14461998,0,0,30,3,0.0,1.0,166
1035,10227043,0,0,26,4,2.0,2.0,350
1036,14709217,0,0,30,2,1.0,1.0,149
1037,2683284,0,0,26,4,1.0,2.0,190
1038,11397511,0,1,26,2,1.0,1.0,180
1039,1252289,0,1,26,2,1.0,1.0,99
1040,4679319,0,0,26,2,0.0,1.0,110
1041,8006992,0,0,30,3,1.0,1.0,210
1042,7513605,0,0,26,2,0.0,1.0,155
1043,8371115,0,0,26,2,1.0,1.0,178
1046,13378936,11,0,26,4,1.0,2.0,170
1047,11041684,0,0,26,2,0.0,1.0,129
1048,13378923,11,0,26,2,0.0,1.0,160
1049,11771810,0,1,30,2,1.0,1.0,250
1050,6348631,0,0,30,2,2.0,1.0,149
1051,9840919,0,0,26,4,1.0,2.0,175
1052,5734770,0,1,26,2,1.0,1.0,150
1053,8480507,0,0,26,4,1.0,1.0,250
1054,9430774,9,0,26,2,1.0,1.0,100
1055,4364925,0,0,26,7,2.0,3.0,200
1056,12426977,0,0,26,2,0.0,1.0,120
1057,7511737,0,0,26,2,0.0,1.0,150
1058,7694365,0,0,26,2,0.0,1.0,152
1059,12508801,0,0,26,2,1.0,2.0,200
1060,10083878,0,0,26,4,1.0,1.0,170
1061,990668,0,1,26,2,1.0,1.0,157
1062,10427882,0,0,26,2,1.0,1.0,229
1063,639111,1,1,26,3,1.0,2.0,299
1064,14933461,0,0,30,4,1.0,1.0,165
1065,6677700,0,0,26,4,2.0,2.0,210
1066,8316068,4,1,26,2,1.0,1.0,110
1067,8381472,0,0,26,4,2.0,2.0,400
1069,6759439,0,0,26,2,0.0,1.0,147
1070,6038520,0,0,26,2,1.0,1.0,200
1071,3236496,0,0,26,2,0.0,1.0,115
1072,8200839,4,1,26,2,1.0,1.0,110
1074,6939126,0,0,30,2,1.0,1.0,250
1075,14304682,0,1,26,2,1.0,1.0,149
1076,8595650,0,0,26,4,1.0,1.0,200
1077,2549840,0,0,26,8,3.0,4.0,417
1079,4364989,0,0,26,4,1.0,2.0,175
1080,14091605,9,1,26,2,1.0,1.0,69
1081,6758482,0,0,26,2,0.0,1.0,150
1082,7856208,0,1,26,2,1.0,1.0,180
1083,6758443,0,0,26,2,1.0,1.0,150
1084,6758462,0,0,26,2,0.0,1.0,137
1086,14819274,0,0,30,2,1.0,1.0,199
1087,7377034,4,1,30,4,1.0,2.0,133
1088,8201104,4,0,26,5,3.0,3.0,299
1089,13460331,0,1,26,1,1.0,1.0,135
1090,14770892,4,0,26,4,2.0,2.0,275
1091,453660,0,1,26,2,1.0,1.0,99
1092,14589341,1,1,26,3,1.0,2.0,350
1093,12049787,0,0,26,2,0.0,2.0,170
1095,1119740,0,0,26,2,0.0,1.0,186
1096,2513870,0,0,26,4,1.0,1.0,300
1097,12034317,0,0,26,4,1.0,1.0,200
1098,3842286,0,0,26,4,1.0,1.0,189
1099,13377097,11,0,26,2,0.0,1.0,150
1100,7920541,4,0,26,4,1.0,2.0,179
1101,2694019,0,0,26,3,1.0,1.0,250
1102,11590512,4,0,26,2,1.0,1.0,229
1103,10656576,0,0,26,4,1.0,2.0,250
1104,5593888,0,1,30,2,1.0,1.0,89
1105,9706279,0,1,30,1,1.0,1.0,80
1106,14817983,0,1,26,2,1.0,1.0,119
1107,7592616,0,0,26,2,1.0,1.0,140
1108,826555,0,0,26,4,1.0,2.0,84
1110,13605430,4,0,26,2,2.0,1.0,250
1111,10656206,0,0,26,4,2.0,2.0,200
1112,14486599,0,1,26,2,1.0,1.0,99
1113,7095320,0,0,26,4,2.0,2.0,150
1114,12308161,0,1,26,2,1.0,1.0,119
1115,9508975,0,0,26,4,2.0,2.0,300
1116,6248526,0,0,26,2,1.0,1.0,170
1117,1071144,0,0,26,2,0.0,1.0,269
1118,989163,0,0,26,2,1.0,1.0,170
1119,9197535,0,1,26,1,1.0,1.0,100
1120,22354,1,1,26,1,1.0,1.0,135
1121,12916551,0,0,26,6,1.0,2.0,159
1122,7214920,4,0,26,3,2.0,2.0,250
1123,7755144,0,0,30,3,1.0,1.0,225
1124,10391455,0,1,26,2,1.0,1.0,75
1125,5639731,0,0,26,2,0.0,1.0,144
1126,9574727,0,0,26,1,0.0,1.0,170
1127,6134013,8,1,26,2,1.0,1.0,120
1128,14522631,0,0,26,4,1.0,2.0,139
1129,4461846,0,0,26,2,0.0,1.0,147
1130,6444303,0,1,26,2,1.0,1.0,217
1131,824244,0,1,30,4,1.0,1.0,95
1132,22208,0,0,26,2,0.0,1.0,225
1133,7575052,0,0,26,4,1.0,2.0,200
1134,11060140,0,0,26,2,0.0,1.0,189
1135,14125957,0,0,26,2,0.0,1.0,150
1136,12587887,0,0,26,4,2.0,2.0,279
1137,1038465,8,1,26,1,1.0,1.0,135
1138,12653367,0,0,26,2,1.0,1.0,200
1139,8753913,0,0,26,4,2.0,2.0,240
1140,9949819,0,2,26,2,1.0,1.0,77
1141,2495047,0,0,26,2,0.0,1.0,160
1142,9853959,0,0,26,4,1.0,2.0,195
1143,10671192,0,0,26,2,1.0,1.0,175
1144,9446242,0,1,26,1,1.0,1.0,150
1145,9474436,0,0,30,2,1.0,1.0,228
1146,1200502,0,0,30,2,1.0,1.0,145
1147,9757412,0,1,26,1,1.0,1.0,89
1148,7508063,0,0,26,6,2.0,2.0,238
1149,7901248,0,0,26,3,1.0,1.0,161
1150,14094279,0,1,30,2,1.0,1.0,149
1151,7114655,4,0,26,5,2.0,5.0,300
1152,8815257,0,0,26,6,2.0,3.0,177
1153,2215762,0,0,26,2,1.0,1.0,185
1154,14372667,0,0,30,4,1.0,1.0,240
1155,3903273,0,0,26,2,1.0,1.0,225
1156,12979965,4,1,26,2,1.0,1.0,125
1157,13078164,0,0,30,2,1.0,1.0,175
1158,5067019,0,0,26,2,2.0,2.0,150
1159,5640375,0,0,26,2,0.0,1.0,122
1160,14405817,0,0,26,2,1.0,1.0,125
1161,14589471,1,1,26,2,1.0,1.0,325
1162,13713445,11,1,26,2,1.0,1.0,170
1163,13078068,4,0,26,2,1.0,1.0,160
1164,7095658,0,0,26,4,2.0,2.0,199
1165,8096900,0,0,26,4,2.0,1.0,160
1166,6426364,0,0,26,4,1.0,1.0,200
1167,4787233,0,0,26,4,2.0,2.0,200
1168,7916575,0,0,26,2,0.0,1.0,150
1169,12094488,4,0,26,2,2.0,2.0,350
1170,8211468,0,0,26,2,1.0,1.0,139
1171,1428355,0,0,26,2,0.0,1.0,80
1172,12290886,0,0,26,4,1.0,2.0,215
1173,526970,8,1,26,2,1.0,1.0,130
1174,2395326,4,0,26,2,1.0,1.0,183
1175,10734159,0,0,30,8,2.0,2.0,188
1176,8014383,0,0,26,2,1.0,1.0,215
1177,4609785,0,1,26,2,1.0,1.0,75
1178,5867761,0,1,26,1,1.0,1.0,45
1179,5834930,0,1,26,2,1.0,1.0,125
1180,8309604,0,0,26,4,2.0,2.0,290
1181,7965521,0,0,26,2,1.0,1.0,215
1182,1401625,0,0,26,2,1.0,1.0,255
1183,11470818,0,0,26,2,1.0,1.0,300
1184,13928400,0,1,30,2,1.0,1.0,169
1185,11634638,0,1,26,1,1.0,1.0,140
1186,8406972,0,0,26,5,1.0,1.0,250
1187,5768819,0,0,26,2,0.0,1.0,155
1188,5588537,0,0,26,2,2.0,1.0,200
1189,10656899,0,1,26,2,1.0,1.0,119
1190,6276572,0,0,26,2,1.0,1.0,189
1191,625012,0,1,1,2,1.0,1.0,250
1192,13912472,0,0,30,4,1.0,2.0,254
1193,7342489,0,0,26,4,2.0,2.0,225
1194,6850880,0,0,26,2,0.0,1.0,137
1195,7325084,0,0,26,2,0.0,1.0,146
1196,705919,0,0,26,3,1.0,1.0,199
1197,5932402,0,0,26,2,1.0,1.0,190
1198,901914,0,0,30,2,1.0,1.0,249
